Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-08-31 00:00:00-04:00,124.0993334865447,127.426026441553,122.56243764607389,125.51949310302734,225702700,0.0,4.0
2020-09-01 00:00:00-04:00,129.13799921000313,131.12235167130845,126.96884284952722,130.51925659179688,151948100,0.0,0.0
2020-09-02 00:00:00-04:00,133.83625061161388,134.21560999413165,123.53517174267225,127.81512451171875,200119000,0.0,0.0
2020-09-03 00:00:00-04:00,123.44762527133629,125.32496358779086,117.21250032267771,117.5821304321289,257599600,0.0,0.0
2020-09-04 00:00:00-04:00,116.79423196346733,120.32519508764499,107.86468180279036,117.65995025634766,332607200,0.0,0.0
2020-09-08 00:00:00-04:00,110.84119577898701,115.74369462203643,109.60584737773415,109.74202728271484,231366600,0.0,0.0
2020-09-09 00:00:00-04:00,114.06090199664179,115.88960896039349,112.11546621430013,114.1192626953125,176940500,0.0,0.0
2020-09-10 00:00:00-04:00,117.07631155381702,117.2124914481067,109.43074927727804,110.39373779296875,182274400,0.0,0.0
2020-09-11 00:00:00-04:00,111.44428149919675,112.08627882927041,106.99896131243025,108.94439697265625,180860300,0.0,0.0
2020-09-14 00:00:00-04:00,111.59019158497078,112.76717927863528,109.72257511673861,112.21273040771484,140150100,0.0,0.0
2020-09-15 00:00:00-04:00,115.10169316714062,115.58805204226122,110.51046419860256,112.38780975341797,184642000,0.0,0.0
2020-09-16 00:00:00-04:00,112.08626989830371,112.83525930246253,108.98329789268679,109.07083892822266,154679000,0.0,0.0
2020-09-17 00:00:00-04:00,106.72658592069983,109.13892163117578,105.74413897781598,107.32966613769531,178011000,0.0,0.0
2020-09-18 00:00:00-04:00,107.38804358616923,107.85494396114845,103.19562493954624,103.92516326904297,287104900,0.0,0.0
2020-09-21 00:00:00-04:00,101.68793171672704,107.1837894202986,100.28721554443658,107.07678985595703,195713800,0.0,0.0
2020-09-22 00:00:00-04:00,109.60584973691063,109.7809392501185,106.18188610459384,108.75958251953125,183055400,0.0,0.0
2020-09-23 00:00:00-04:00,108.574770672038,109.05140034753937,103.8570830937395,104.19754028320312,150718700,0.0,0.0
2020-09-24 00:00:00-04:00,102.300732370106,107.24214072616157,102.13537212015387,105.26752471923828,167743300,0.0,0.0
2020-09-25 00:00:00-04:00,105.47179649946621,109.37239714582383,104.73252885742939,109.21675872802734,149981400,0.0,0.0
2020-09-28 00:00:00-04:00,111.87227777517529,112.17381792247089,109.70311378636897,111.82363891601562,137672400,0.0,0.0
2020-09-29 00:00:00-04:00,111.42484325876565,112.16410355161308,110.47157640996382,110.97738647460938,99382200,0.0,0.0
2020-09-30 00:00:00-04:00,110.68555737521241,114.0608892683136,110.52019713326597,112.65044403076172,142675200,0.0,0.0
2020-10-01 00:00:00-04:00,114.430522644009,114.50834184995564,112.66990578164197,113.60371398925781,116120400,0.0,0.0
2020-10-02 00:00:00-04:00,109.81012618440236,112.22246990869148,109.1584069544176,109.93657684326172,144712000,0.0,0.0
2020-10-05 00:00:00-04:00,110.80228919258478,113.46753391146844,110.4521101876222,113.32162475585938,106243800,0.0,0.0
2020-10-06 00:00:00-04:00,112.54343507820363,112.95198215292027,109.18756197702983,110.07273864746094,161498200,0.0,0.0
2020-10-07 00:00:00-04:00,111.49291174621311,112.39753955518432,111.01627470298001,111.94036102294922,96849000,0.0,0.0
2020-10-08 00:00:00-04:00,113.07843627342072,113.22434541737783,111.46372127712412,111.83335876464844,83477200,0.0,0.0
2020-10-09 00:00:00-04:00,112.13491304534423,113.80798894197643,111.7847340241306,113.77880859375,100506900,0.0,0.0
2020-10-12 00:00:00-04:00,116.78448940909738,121.76480690611335,116.02577075981998,121.00608825683594,240226800,0.0,0.0
2020-10-13 00:00:00-04:00,121.8523509831308,121.96907978641414,116.38568190119372,117.7961196899414,262330500,0.0,0.0
2020-10-14 00:00:00-04:00,117.69886347897865,119.67347958796176,116.35651547623975,117.88368225097656,150712000,0.0,0.0
2020-10-15 00:00:00-04:00,115.48103447452827,117.89336996276847,114.92658574026574,117.41674041748047,112559200,0.0,0.0
2020-10-16 00:00:00-04:00,117.97120952549623,118.23384747833158,115.56859545500912,115.77286529541016,115393800,0.0,0.0
2020-10-19 00:00:00-04:00,116.68723954016163,117.13468888800898,112.50455698180666,112.81582641601562,120639300,0.0,0.0
2020-10-20 00:00:00-04:00,113.02981171272529,115.73397358180452,112.4753628325675,114.3040771484375,124423700,0.0,0.0
2020-10-21 00:00:00-04:00,113.4869857975519,115.47133103249566,113.27298669065874,113.68153381347656,89946000,0.0,0.0
2020-10-22 00:00:00-04:00,114.2457118461172,114.81961925340501,111.46373812027767,112.59209442138672,101988000,0.0,0.0
2020-10-23 00:00:00-04:00,113.21461859214486,113.37025699470568,111.16218354117096,111.90145111083984,82572600,0.0,0.0
2020-10-26 00:00:00-04:00,110.89955881245987,113.37026292295224,109.80038294532771,111.91118621826172,111850700,0.0,0.0
2020-10-27 00:00:00-04:00,112.3391745749253,114.08034029540528,111.41509565044463,113.41889190673828,92276800,0.0,0.0
2020-10-28 00:00:00-04:00,111.91119126662696,112.28082137684017,108.06895131820131,108.16622161865234,143937800,0.0,0.0
2020-10-29 00:00:00-04:00,109.30428354663158,113.73987359676744,109.13891590818614,112.17379760742188,146129200,0.0,0.0
2020-10-30 00:00:00-04:00,108.03002105163316,108.93464877317763,104.78114762621877,105.89004516601562,190272600,0.0,0.0
2020-11-02 00:00:00-05:00,106.1332257311281,107.66039217853414,104.39206020859244,105.80249786376953,122866900,0.0,0.0
2020-11-03 00:00:00-05:00,106.66822232934803,108.44829000986326,105.76359460724328,107.42694091796875,107624400,0.0,0.0
2020-11-04 00:00:00-05:00,111.02600479592498,112.43644258276989,109.28483911084726,111.81390380859375,138235500,0.0,0.0
2020-11-05 00:00:00-05:00,114.7320709410606,116.35651544029349,113.68154127114309,115.78260803222656,126387100,0.0,0.0
2020-11-06 00:00:00-05:00,115.29054042608115,116.14800627447282,113.15661069606604,115.65106964111328,114457900,0.205,0.0
2020-11-09 00:00:00-05:00,117.41471908421029,118.86656705608227,113.07865981779163,113.34174346923828,154515300,0.0,0.0
2020-11-10 00:00:00-05:00,112.5914649825652,114.57922635490725,111.2078169609619,113.0007095336914,138023400,0.0,0.0
2020-11-11 00:00:00-05:00,114.18946623657861,116.56698735100086,113.45866925822499,116.43057250976562,112295000,0.0,0.0
2020-11-12 00:00:00-05:00,116.5572589421894,117.44395548780155,115.53414010935421,116.15775299072266,103162300,0.0,0.0
2020-11-13 00:00:00-05:00,116.38184296677532,116.60594984971524,114.85204177616873,116.20645141601562,81581900,0.0,0.0
2020-11-16 00:00:00-05:00,115.8751546907103,117.8921538375377,115.12487314428873,117.2198257446289,91183000,0.0,0.0
2020-11-17 00:00:00-05:00,116.48904444010537,117.5803631991879,115.91414693604456,116.33313751220703,74271000,0.0,0.0
2020-11-18 00:00:00-05:00,115.57310891661412,116.75212717189736,114.97872676825749,115.0079574584961,76322100,0.0,0.0
2020-11-19 00:00:00-05:00,114.57919924030725,116.01156226433912,113.81917170120055,115.6023178100586,74113000,0.0,0.0
2020-11-20 00:00:00-05:00,115.60234248642783,115.72901129196754,114.28690935456355,114.33562469482422,73604300,0.0,0.0
2020-11-23 00:00:00-05:00,114.17971488763942,114.60845147390663,110.83753656463605,110.93497467041016,127959300,0.0,0.0
2020-11-24 00:00:00-05:00,110.99345018861624,112.88377334383199,109.70724035208704,112.22118377685547,113874200,0.0,0.0
2020-11-25 00:00:00-05:00,112.5914676385363,113.76073993620845,112.22119237816695,113.05917358398438,76499200,0.0,0.0
2020-11-27 00:00:00-05:00,113.58532797535975,114.48177040505827,113.24429090254516,113.60481262207031,46691300,0.0,0.0
2020-11-30 00:00:00-05:00,113.97510835343999,117.87269259432198,113.81920141545976,116.0018539428711,169410200,0.0,0.0
2020-12-01 00:00:00-05:00,117.91164950975933,120.30866252291607,116.93725361331916,119.57786560058594,127728200,0.0,0.0
2020-12-02 00:00:00-05:00,118.89580031413836,120.21124090192977,117.79473547645512,119.92866516113281,89004200,0.0,0.0
